timestamp,tag_id,x,y,anchor_1_dist,anchor_2_dist,anchor_3_dist,anchor_4_dist,anchor_5_dist,anchor_6_dist
2025-11-25 12:15:13.763,1,2.236614,4.425627,4.789591,3.419269,3.966868,8.813601,9.316215,5.152417
2025-11-25 12:15:13.770,1,2.258417,4.419834,4.742921,3.414994,3.920202,8.798486,9.293818,5.101542
2025-11-25 12:15:13.847,1,2.287119,4.396785,4.689912,3.520935,3.897523,8.674878,9.269632,5.057992
2025-11-25 12:15:13.900,1,2.32021,4.357711,4.620186,3.594944,3.90266,8.608049,9.248838,4.99121
2025-11-25 12:15:13.966,1,2.346648,4.297211,4.547541,3.631243,3.924832,8.590715,9.241615,4.969076
2025-11-25 12:15:14.031,1,2.250833,4.339075,4.48602,3.528641,3.968075,8.624405,9.241492,5.326066
2025-11-25 12:15:14.083,1,2.219223,4.352586,4.483891,3.487145,3.997793,8.675729,9.244538,5.363405
2025-11-25 12:15:14.083,1,2.139976,4.411123,4.461689,3.497635,4.00141,8.724516,9.265147,5.626033
2025-11-25 12:15:14.138,1,2.080756,4.438969,4.385415,3.483161,4.016867,8.777882,9.290089,5.805777
2025-11-25 12:15:14.195,1,2.031687,4.423061,4.32551,3.52835,4.06965,8.818924,9.325289,5.828681
2025-11-25 12:15:14.256,1,2.050324,4.362002,4.316871,3.562156,4.072714,8.843043,9.350822,5.588728
2025-11-25 12:15:14.317,1,2.058183,4.305979,4.316116,3.486412,4.07581,8.853307,9.375634,5.365714
2025-11-25 12:15:14.374,1,2.054444,4.328215,4.421424,3.467698,4.075662,8.862418,9.527568,5.34895
2025-11-25 12:15:14.441,1,2.078455,4.335779,4.544564,3.476598,4.103986,8.852298,9.684494,5.187737
2025-11-25 12:15:14.503,1,2.096047,4.327815,4.513032,3.483267,4.079406,8.81276,9.687629,5.092708
2025-11-25 12:15:14.560,1,2.079894,4.332275,4.412226,3.532585,4.059529,8.797032,9.576846,5.303461
2025-11-25 12:15:14.618,1,2.08893,4.306259,4.406961,3.535293,4.072216,8.780354,9.505089,5.297297
2025-11-25 12:15:14.679,1,2.095584,4.273967,4.377971,3.506017,4.122752,8.77056,9.567431,5.160494
2025-11-25 12:15:14.745,1,2.115186,4.243231,4.328358,3.543159,4.076278,8.822062,9.477127,5.071186
2025-11-25 12:15:14.746,1,2.119585,4.211741,4.300285,3.539951,4.076147,8.886852,9.449492,4.981134
