timestamp,tag_id,x,y,z,anchor_1_dist,anchor_2_dist,anchor_3_dist,anchor_4_dist,anchor_5_dist,anchor_6_dist
2025-11-27 15:25:49.509,1,2.303607,3.346418,1,4.489408,3.514823,4.092097,8.778975,8.823765,4.541337
2025-11-27 15:25:49.523,1,2.309293,3.344474,0.167319,4.503003,3.506387,4.100186,8.776753,8.827189,4.534153
2025-11-27 15:25:49.523,1,2.309028,3.353719,1,4.498066,3.495671,4.061966,8.77088,8.817433,4.521306
2025-11-27 15:25:49.572,1,2.306416,3.363919,0.172718,4.490077,3.486284,4.022862,8.779763,8.816043,4.513365
2025-11-27 15:25:49.572,1,2.300862,3.365208,1,4.484887,3.474827,4.035877,8.782544,8.802534,4.520638
2025-11-27 15:25:49.624,1,2.280773,3.380565,0.181931,4.480842,3.477288,4.053268,8.786782,8.7889,4.615355
2025-11-27 15:25:49.624,1,2.28156,3.384104,1,4.479761,3.47403,4.025403,8.794228,8.791736,4.583551
2025-11-27 15:25:49.731,1,2.291059,3.373783,0.182398,4.474776,3.473561,4.024396,8.793817,8.777378,4.559803
2025-11-27 15:25:49.732,1,2.28672,3.392124,1,4.482282,3.474231,4.007044,8.795568,8.781721,4.63345
2025-11-27 15:25:49.732,1,2.284153,3.389637,0.189043,4.475706,3.465434,4.021479,8.795897,8.775786,4.605937
2025-11-27 15:25:49.732,1,2.27748,3.396382,1,4.477829,3.467898,4.014091,8.786834,8.834324,4.630056
2025-11-27 15:25:49.786,1,2.257429,3.418262,0.206231,4.466023,3.467747,4.024899,8.784948,8.830241,4.746184
2025-11-27 15:25:49.786,1,2.253866,3.417228,0.01194,4.468212,3.468664,4.042642,8.786586,8.834308,4.740386
2025-11-27 15:25:49.935,1,2.236143,3.434768,1,4.467847,3.467309,4.076143,8.782684,8.831264,4.886009
2025-11-27 15:25:49.938,1,2.216873,3.471708,0.250239,4.467563,3.461075,4.048406,8.787928,8.820609,4.975677
2025-11-27 15:25:49.938,1,2.201389,3.491085,0.063187,4.459058,3.46243,4.059926,8.787871,8.823695,5.059018
2025-11-27 15:25:49.938,1,2.195608,3.496778,0.017216,4.459678,3.459344,4.079257,8.786792,8.822993,5.078405
2025-11-27 15:25:49.938,1,2.184958,3.500106,1,4.452913,3.455903,4.09018,8.801483,8.837978,5.135968
2025-11-27 15:25:49.938,1,2.163755,3.509756,0.275308,4.453854,3.455293,4.099729,8.792223,8.85794,5.172543
2025-11-27 15:25:49.938,1,2.151793,3.531466,0.076693,4.443197,3.46103,4.111311,8.792254,8.865212,5.216578
2025-11-27 15:25:49.989,1,2.153624,3.52368,0.025072,4.449388,3.464466,4.105842,8.795385,8.855349,5.146313
2025-11-27 15:25:49.989,1,2.156008,3.519059,0.004666,4.444894,3.464037,4.117111,8.790577,8.855945,5.180605
2025-11-27 15:25:50.045,1,2.153147,3.523639,1,4.444498,3.460596,4.092758,8.803397,8.857445,5.224931
2025-11-27 15:25:50.045,1,2.149823,3.531152,0.288609,4.448331,3.462057,4.10795,8.799927,8.845153,5.251191
2025-11-27 15:25:50.142,1,2.143313,3.531262,0.095733,4.447177,3.455947,4.119789,8.79101,8.85007,5.272691
2025-11-27 15:25:50.142,1,2.140121,3.541491,0.048476,4.453526,3.458433,4.088633,8.798557,8.834229,5.281163
2025-11-27 15:25:50.142,1,2.142496,3.546399,0.028325,4.457438,3.459336,4.087132,8.802368,8.845698,5.286729
2025-11-27 15:25:50.142,1,2.145024,3.53712,0.010943,4.453238,3.46211,4.10046,8.806374,8.871204,5.204089
