timestamp,tag_id,x,y,anchor_1_dist,anchor_2_dist,anchor_3_dist,anchor_4_dist,anchor_5_dist,anchor_6_dist
2025-11-20 12:52:32.391,1,3.011289,5.628628,4.956709,3.332927,1.362805,3.404026,5.025291,5.348814
2025-11-20 12:52:32.406,1,3.000038,5.628661,5.035737,3.304259,1.390829,3.429296,5.010847,5.350348
2025-11-20 12:52:32.485,1,2.993366,5.638025,5.129455,3.260248,1.43757,3.458925,5.014515,5.35093
2025-11-20 12:52:32.548,1,2.980415,5.648417,5.175939,3.215096,1.465513,3.461723,5.010637,5.361181
2025-11-20 12:52:32.615,1,2.98444,5.661619,5.221593,3.186167,1.455183,3.459844,5.018072,5.360736
2025-11-20 12:52:32.685,1,2.983431,5.673078,5.253776,3.164107,1.425537,3.463666,5.013604,5.360116
2025-11-20 12:52:32.752,1,2.965733,5.670628,5.105928,3.147496,1.409375,3.455162,5.022295,5.366653
2025-11-20 12:52:32.828,1,2.951047,5.661295,4.922597,3.143606,1.403809,3.439978,5.023309,5.36878
2025-11-20 12:52:32.906,1,2.941644,5.653586,4.958027,3.153804,1.398357,3.437198,5.027611,5.365352
2025-11-20 12:52:32.963,1,2.939543,5.640213,4.81283,3.189476,1.382621,3.423191,5.027345,5.362234
2025-11-20 12:52:33.032,1,2.929536,5.617828,4.734883,3.241761,1.366837,3.425618,5.030747,5.368289
2025-11-20 12:52:33.097,1,2.937607,5.602024,4.695614,3.267195,1.358623,3.415351,5.030742,5.367124
2025-11-20 12:52:33.162,1,2.941698,5.595506,4.678313,3.283219,1.365616,3.415908,5.041458,5.364696
2025-11-20 12:52:33.232,1,2.942985,5.59575,4.691315,3.293637,1.359509,3.418895,5.038054,5.359186
2025-11-20 12:52:33.306,1,2.946766,5.597197,4.706337,3.311596,1.354415,3.414953,5.037144,5.359296
2025-11-20 12:52:33.377,1,2.956816,5.605484,4.727915,3.317555,1.373173,3.407718,5.054193,5.350502
2025-11-20 12:52:33.445,1,2.957972,5.601322,4.717297,3.321859,1.381822,3.402288,5.060421,5.345388
2025-11-20 12:52:33.512,1,2.957773,5.600438,4.712676,3.326437,1.402743,3.40901,5.076628,5.348496
2025-11-20 12:52:33.591,1,2.945232,5.59291,4.700658,3.331166,1.422361,3.431409,5.083364,5.340822
2025-11-20 12:52:33.653,1,2.949531,5.594264,4.69141,3.339916,1.43496,3.427274,5.089769,5.33951
2025-11-20 12:52:33.715,1,2.937298,5.601812,4.685551,3.325191,1.439856,3.432253,5.104821,5.330644
2025-11-20 12:52:33.795,1,2.928665,5.593883,4.688812,3.322462,1.440987,3.429857,5.114069,5.333893
2025-11-20 12:52:33.853,1,2.937551,5.587471,4.67109,3.320469,1.44443,3.439685,5.113607,5.33978
2025-11-20 12:52:33.925,1,2.958582,5.600037,4.790016,3.320858,1.453419,3.445196,5.103766,5.338649
2025-11-20 12:52:33.994,1,2.994925,5.631394,4.935887,3.32053,1.444397,3.389144,5.094197,5.330471
2025-11-20 12:52:34.060,1,3.026637,5.670245,5.02449,3.326651,1.387787,3.313857,5.096684,5.282901
2025-11-20 12:52:34.131,1,3.053312,5.688104,5.095232,3.317486,1.413221,3.276888,5.077013,5.328742
2025-11-20 12:52:34.212,1,3.055193,5.691373,5.000316,3.296802,1.213137,3.24696,5.065175,5.37537
2025-11-20 12:52:34.295,1,3.065338,5.699442,4.87641,3.31239,1.166703,3.234983,5.10523,5.361499
2025-11-20 12:52:34.348,1,3.064681,5.709983,4.801831,3.256203,1.143359,3.213912,5.017591,5.434724
2025-11-20 12:52:34.413,1,3.055998,5.691617,4.729967,3.178455,1.117671,3.224946,5.052509,5.324714
2025-11-20 12:52:34.513,1,3.03432,5.630911,4.617076,3.105765,1.1518,3.288639,4.956938,5.31741
2025-11-20 12:52:34.578,1,2.990009,5.602724,4.554757,3.029492,1.192608,3.332848,5.053992,5.27002
2025-11-20 12:52:34.630,1,2.928485,5.597477,4.512982,2.948972,1.203887,3.379384,5.223842,5.192424
2025-11-20 12:52:34.681,1,2.870328,5.592855,4.481506,2.870014,1.208088,3.430683,5.280192,5.166343
2025-11-20 12:52:34.799,1,2.816673,5.599837,4.446494,2.804217,1.216745,3.480612,5.31927,5.206703
2025-11-20 12:52:34.864,1,2.764062,5.601951,4.401765,2.763907,1.232585,3.523724,5.363133,5.208206
2025-11-20 12:52:34.930,1,2.714321,5.595956,4.289973,2.705471,1.239799,3.546664,5.35271,5.228657
2025-11-20 12:52:34.979,1,2.623695,5.571018,4.154354,2.686199,1.242216,3.575,5.342803,5.290379
2025-11-20 12:52:35.032,1,2.554585,5.583472,4.208913,2.640082,1.256702,3.619723,5.357052,5.330755
2025-11-20 12:52:35.096,1,2.539966,5.63071,4.377569,2.626921,1.266292,3.738896,5.349488,5.364824
2025-11-20 12:52:35.198,1,2.540219,5.661773,4.446148,2.609716,1.266482,3.73467,5.362833,5.395534
2025-11-20 12:52:35.262,1,2.528552,5.687798,4.486184,2.604566,1.270618,3.826858,5.381185,5.423397
2025-11-20 12:52:35.315,1,2.506606,5.708247,4.46121,2.56966,1.308714,3.857322,5.403734,5.40924
2025-11-20 12:52:35.398,1,2.476071,5.699794,4.361537,2.524161,1.340847,3.847018,5.441031,5.413067
2025-11-20 12:52:35.453,1,2.438569,5.684773,4.249645,2.487438,1.364961,3.852742,5.46231,5.418041
2025-11-20 12:52:35.517,1,2.39835,5.661808,4.188469,2.437728,1.366131,3.846792,5.468563,5.40046
2025-11-20 12:52:35.598,1,2.358701,5.635405,4.072457,2.404203,1.395741,3.852269,5.504246,5.394839
2025-11-20 12:52:35.648,1,2.31375,5.605776,3.973316,2.357929,1.429498,3.86365,5.528459,5.41594
2025-11-20 12:52:35.719,1,2.268246,5.579992,3.912406,2.312438,1.46451,3.916044,5.512543,5.426349
2025-11-20 12:52:35.788,1,2.185705,5.508221,3.834547,2.27974,1.48923,3.949598,5.470735,5.407683
2025-11-20 12:52:35.867,1,2.158199,5.483644,3.813755,2.240772,1.526351,3.979188,5.477001,5.388293
