timestamp,tag_id,x,y,anchor_1_dist,anchor_2_dist,anchor_3_dist,anchor_4_dist,anchor_5_dist,anchor_6_dist
2025-11-20 12:03:13.085,1,2.638071,1.805727,2.601174,4.744735,5.373416,5.524497,0,1.301605
2025-11-20 12:03:13.131,1,2.638341,1.804015,2.594534,4.751683,5.373119,5.518814,0,1.302202
2025-11-20 12:03:13.187,1,2.63878,1.801567,2.592466,4.757097,5.377029,5.517491,0,1.311987
2025-11-20 12:03:13.247,1,2.642183,1.800381,2.592925,4.762352,5.368687,5.515426,0,1.314434
2025-11-20 12:03:13.816,1,2.643795,1.799785,2.593282,4.762305,5.365292,5.521064,0,1.321519
2025-11-20 12:03:13.865,1,2.64277,1.798762,2.594814,4.759134,5.381307,5.5153,0,1.323745
2025-11-20 12:03:13.917,1,2.641265,1.799284,2.597861,4.753585,5.390658,5.514753,0,1.325668
2025-11-20 12:03:13.982,1,2.640439,1.799229,2.5992,4.756508,5.386556,5.513292,0,1.326132
2025-11-20 12:03:14.033,1,2.63812,1.798669,2.599208,4.75361,5.393713,5.515259,0,1.322352
2025-11-20 12:03:14.087,1,2.639236,1.798795,2.601286,4.759634,5.394114,5.505403,0,1.31837
2025-11-20 12:03:14.140,1,2.640424,1.798201,2.59255,4.761223,5.403745,5.496686,0,1.315267
2025-11-20 12:03:14.203,1,2.635664,1.79456,2.594026,4.762461,5.415393,5.49714,0,1.321133
2025-11-20 12:03:14.266,1,2.636116,1.795484,2.59207,4.760319,5.425505,5.486105,0,1.323633
2025-11-20 12:03:14.330,1,2.637345,1.793899,2.590545,4.767969,5.437528,5.481647,0,1.31212
2025-11-20 12:03:14.384,1,2.639827,1.792875,2.590393,4.77186,5.445861,5.469889,0,1.311432
2025-11-20 12:03:14.438,1,2.641816,1.791596,2.590274,4.773857,5.453391,5.463833,0,1.307789
2025-11-20 12:03:14.510,1,2.642922,1.789923,2.586039,4.775413,5.455118,5.467397,0,1.303915
2025-11-20 12:03:14.564,1,2.64325,1.788113,2.585845,4.77559,5.457499,5.466032,0,1.298825
2025-11-20 12:03:14.629,1,2.644638,1.786647,2.58673,4.778834,5.456247,5.464969,0,1.300036
2025-11-20 12:03:14.681,1,2.645598,1.785925,2.58742,4.778256,5.45113,5.467247,0,1.304085
2025-11-20 12:03:14.737,1,2.646994,1.785723,2.585886,4.777806,5.448178,5.467986,0,1.3031
2025-11-20 12:03:14.800,1,2.647027,1.784444,2.589868,4.785739,5.442771,5.484094,0,1.313721
2025-11-20 12:03:14.864,1,2.647207,1.781516,2.582617,4.795027,5.447877,5.493541,0,1.313715
2025-11-20 12:03:14.930,1,2.645827,1.778524,2.581107,4.795017,5.44875,5.502974,0,1.319923
2025-11-20 12:03:14.982,1,2.641594,1.776103,2.574754,4.790868,5.457713,5.509289,0,1.329939
2025-11-20 12:03:15.048,1,2.637243,1.773509,2.576015,4.791776,5.467805,5.516282,0,1.333602
2025-11-20 12:03:15.110,1,2.632806,1.770086,2.573892,4.798697,5.479811,5.524838,0,1.341633
2025-11-20 12:03:15.169,1,2.625799,1.766572,2.574309,4.795806,5.494345,5.537718,0,1.348928
2025-11-20 12:03:15.223,1,2.619592,1.763255,2.56842,4.795624,5.494281,5.543613,0,1.349436
2025-11-20 12:03:15.283,1,2.613958,1.759573,2.557619,4.799624,5.499408,5.549243,0,1.352938
2025-11-20 12:03:15.864,1,2.609167,1.755532,2.555414,4.801706,5.513759,5.548454,0,1.342206
2025-11-20 12:03:15.906,1,2.569151,1.73172,2.656687,4.787812,5.579717,5.5795,0,1.319498
2025-11-20 12:03:15.958,1,2.556394,1.73016,2.681284,4.775933,5.597053,5.587564,0,1.299579
2025-11-20 12:03:16.021,1,2.559659,1.730898,2.704595,4.779102,5.612633,5.566927,0,1.277843
2025-11-20 12:03:16.074,1,2.571197,1.729498,2.744505,4.798139,5.611314,5.550845,0,1.249515
2025-11-20 12:03:16.127,1,2.587763,1.726647,2.784927,4.820222,5.596826,5.542454,0,1.223296
2025-11-20 12:03:16.308,1,2.605445,1.724603,2.824711,4.826042,5.564826,5.552482,0,1.193545
2025-11-20 12:03:16.308,1,2.627977,1.72173,2.850538,4.849215,5.535747,5.560296,0,1.171395
2025-11-20 12:03:16.365,1,2.660776,1.720433,2.864452,4.878664,5.478915,5.548783,0,1.144814
2025-11-20 12:03:16.365,1,2.690814,1.715614,2.876331,4.906791,5.510213,5.537741,0,1.119958
2025-11-20 12:03:16.419,1,2.70775,1.706888,2.885589,4.918356,5.597767,5.512568,0,1.097481
2025-11-20 12:03:16.473,1,2.723129,1.697678,2.905228,4.935653,5.638041,5.484667,0,1.068575
2025-11-20 12:03:16.542,1,2.736767,1.689059,2.933994,4.946025,5.683923,5.462924,0,1.039836
2025-11-20 12:03:16.629,1,2.748683,1.677463,2.950199,4.968606,5.701041,5.458404,0,1.003978
2025-11-20 12:03:16.662,1,2.762437,1.664171,2.95765,4.995521,5.731984,5.467308,0,0.969821
2025-11-20 12:03:16.728,1,2.802818,1.663124,3.100137,5.019603,5.627701,5.44836,0,0.934919
2025-11-20 12:03:16.810,1,2.898923,1.653006,3.16044,5.047689,5.648943,5.419097,0,0.906684
2025-11-20 12:03:16.854,1,2.936387,1.634847,3.175335,5.080967,5.643753,5.449101,0,0.880539
2025-11-20 12:03:16.922,1,2.940366,1.614214,3.17866,5.105865,5.642815,5.538753,0,0.848774
2025-11-20 12:03:16.972,1,2.969091,1.603083,3.208173,5.158402,5.660721,5.499896,0,0.821948
2025-11-20 12:03:17.030,1,2.970786,1.610276,3.241526,5.070949,5.618762,5.452012,0,0.79483
2025-11-20 12:03:17.078,1,2.980412,1.630984,3.340001,5.015222,5.548786,5.414695,0,0.764378
2025-11-20 12:03:17.146,1,3.020987,1.687702,3.355651,4.997679,5.548097,5.336948,0,0.735469
2025-11-20 12:03:17.196,1,3.032082,1.700932,3.35335,4.99954,5.585872,5.33331,0,0.715011
2025-11-20 12:03:17.269,1,3.028687,1.695759,3.3557,5.012381,5.628771,5.349112,0,0.693891
2025-11-20 12:03:17.322,1,3.014769,1.674151,3.376168,5.025494,5.666345,5.377994,0,0.677432
2025-11-20 12:03:17.908,1,2.991912,1.641199,3.397297,5.053315,5.700803,5.462629,0,0.642861
2025-11-20 12:03:17.960,1,3.050519,1.617964,3.520414,5.200286,5.77011,5.401225,0,0.669763
2025-11-20 12:03:18.003,1,3.184568,1.571479,3.609112,5.315857,5.830334,5.365798,0,0.711437
2025-11-20 12:03:18.067,1,3.258584,1.524475,3.665809,5.419383,5.883479,5.379608,0,0.733559
2025-11-20 12:03:18.120,1,3.319571,1.507873,3.703781,5.494883,5.914541,5.312711,0,0.725948
2025-11-20 12:03:18.627,1,3.458294,1.493493,3.733372,5.562005,5.929429,5.200521,0,0.71691
2025-11-20 12:03:18.627,1,3.563036,1.498779,3.775071,5.612242,5.917216,5.103773,0,0.712974
2025-11-20 12:03:18.627,1,3.619216,1.510138,3.834488,5.629648,5.914946,5.023199,0,0.709906
2025-11-20 12:03:18.627,1,3.667597,1.519285,3.894254,5.654602,5.903858,4.97801,0,0.707515
2025-11-20 12:03:18.627,1,3.707184,1.527665,3.923227,5.667836,5.898324,4.9459,0,0.725325
2025-11-20 12:03:18.627,1,3.809505,1.54519,3.994472,5.694717,5.896081,4.914664,0,0.735063
2025-11-20 12:03:18.679,1,3.867854,1.556534,4.036532,5.71463,5.885015,4.881003,0,0.758184
2025-11-20 12:03:18.679,1,3.90787,1.563494,4.096232,5.742573,5.873285,4.846487,0,0.789663
2025-11-20 12:03:18.679,1,3.944143,1.57175,4.148969,5.761243,5.861037,4.807163,0,0.824549
2025-11-20 12:03:18.723,1,4.044915,1.581773,4.166252,5.809963,5.845279,4.767199,0,0.854842
2025-11-20 12:03:18.791,1,4.101487,1.58392,4.148657,5.844824,5.834034,4.730877,0,0.893982
2025-11-20 12:03:18.839,1,4.13529,1.586988,4.156689,5.871992,5.819059,4.697394,0,0.933802
2025-11-20 12:03:18.882,1,4.167998,1.588945,4.192977,5.903518,5.813601,4.676478,0,0.970012
2025-11-20 12:03:18.935,1,4.198702,1.59191,4.24093,5.922909,5.8021,4.663285,0,1.005478
2025-11-20 12:03:19.000,1,4.232886,1.593809,4.300045,5.957695,5.805562,4.655074,0,1.054862
2025-11-20 12:03:19.069,1,4.265128,1.600035,4.368893,5.965129,5.803083,4.625895,0,1.102666
2025-11-20 12:03:19.124,1,4.299774,1.60814,4.423582,5.98542,5.801151,4.595908,0,1.156487
2025-11-20 12:03:19.187,1,4.342063,1.618174,4.483804,6.014693,5.78722,4.557006,0,1.20982
2025-11-20 12:03:19.242,1,4.455029,1.638887,4.559728,6.061321,5.769115,4.515301,0,1.25656
2025-11-20 12:03:19.302,1,4.52503,1.650326,4.635463,6.108013,5.747758,4.47348,0,1.3168
2025-11-20 12:03:19.364,1,4.630869,1.666167,4.718299,6.149577,5.721795,4.44296,0,1.377206
2025-11-20 12:03:19.958,1,4.683327,1.685113,4.794243,6.178862,5.694314,4.410892,0,1.526791
