Tag_ID,Timestamp_ms,Anchor_ID,Raw_Distance_m,Filtered_Distance_m,Signal_Power_dBm,Anchor_Status
1,15612,1,11.1476,11.1663,-85.60,1
1,15618,2,5.1797,5.1626,-80.32,1
1,15625,3,2.5570,2.5423,-76.36,1
1,15631,4,8.7877,8.9168,-85.69,1
1,15637,5,9.7073,9.7093,-83.84,1
1,15688,1,11.1805,11.1694,-85.00,1
1,15694,2,5.1891,5.1684,-80.32,1
1,15701,3,2.5382,2.5414,-79.99,1
1,15707,4,8.9566,8.9255,-85.85,1
1,15713,5,9.7307,9.7140,-83.84,1
1,15766,1,11.1617,11.1677,-85.09,1
1,15772,2,5.1985,5.1751,-80.21,1
1,15779,3,2.5382,2.5407,-79.99,1
1,15785,4,8.5672,8.8464,-85.73,1
1,15791,5,9.7729,9.7270,-83.75,1
1,15855,1,11.1570,11.1654,-85.41,1
1,15861,2,5.1140,5.1616,-80.28,1
1,15868,3,2.5476,2.5422,-79.95,1
1,15874,4,8.9707,8.8739,-86.09,1
1,15880,5,9.7401,9.7299,-83.94,1
1,15933,1,11.1711,11.1666,-85.41,1
1,15939,2,5.2829,5.1884,-80.18,1
1,15946,3,2.5289,2.5393,-76.41,1
1,15952,4,8.9847,8.8983,-85.81,1
1,15958,5,9.7354,9.7311,-83.97,1
1,16009,1,11.1852,11.1707,-85.11,1
1,16016,2,5.1187,5.1730,-80.12,1
1,16022,3,2.5570,2.5432,-73.41,1
1,16028,4,8.9331,8.9060,-85.90,1
1,16034,5,9.7213,9.7290,-83.80,1
1,16096,1,11.1664,11.1698,-85.09,1
1,16102,2,5.0812,5.1527,-77.51,1
1,16109,3,2.5242,2.5390,-75.83,1
1,16115,4,8.9613,8.9182,-85.77,1
1,16121,5,9.6932,9.7211,-83.86,1
1,16173,1,11.1664,11.1690,-85.98,1
1,16179,2,5.1140,5.1442,-77.56,1
1,16188,3,2.5382,2.5388,-79.68,1
1,16195,4,8.9707,8.9298,-85.93,1
1,16201,5,9.7307,9.7232,-83.91,1
1,16254,1,11.1758,11.1705,-85.17,1
1,16260,2,5.1844,5.1531,-80.38,1
1,16266,3,2.5476,2.5408,-79.68,1
1,16273,4,8.9660,8.9378,-86.09,1
1,16279,5,9.7213,9.7228,-84.00,1
1,16330,1,11.1758,11.1717,-85.11,1
1,16336,2,5.1891,5.1610,-80.26,1
1,16343,3,2.5523,2.5433,-80.04,1
1,16349,4,8.9472,8.9398,-85.51,1
1,16355,5,9.7260,9.7235,-84.13,1
1,16408,1,11.1664,11.1705,-84.92,1
1,16414,2,5.1750,5.1641,-80.07,1
1,16420,3,2.5242,2.5391,-79.99,1
1,16427,4,8.9425,8.9404,-85.24,1
1,16433,5,9.7260,9.7241,-84.02,1
1,16496,1,11.1711,11.1706,-84.84,1
1,16502,2,5.1891,5.1696,-80.12,1
1,16509,3,2.5429,2.5399,-73.77,1
1,16515,4,8.7595,8.9005,-85.59,1
1,16521,5,9.7448,9.7286,-83.47,1
1,16572,1,11.1992,11.1769,-84.68,1
1,16578,2,5.0999,5.1542,-79.74,1
1,16585,3,2.5758,2.5479,-72.70,1
1,16591,4,8.5202,8.8166,-86.36,1
1,16597,5,9.7260,9.7281,-83.94,1
1,16648,1,11.1899,11.1798,-85.11,1
1,16654,2,5.0671,5.1350,-79.51,1
1,16661,3,2.6086,2.5613,-80.07,1
1,16667,4,8.9613,8.8485,-85.41,1
1,16673,5,9.7120,9.7245,-83.86,1
1,16725,1,11.1382,11.1706,-85.85,1
1,16731,2,5.0343,5.1128,-80.97,1
1,16737,3,2.5476,2.5583,-80.23,1
1,16744,4,8.8721,8.8537,-84.44,1
1,16750,5,9.6416,9.7062,-85.35,1
1,16814,1,11.1664,11.1697,-85.53,1
1,16820,2,5.2079,5.1338,-81.38,1
1,16827,3,2.5711,2.5611,-73.09,1
1,16833,4,8.7408,8.8288,-84.08,1
1,16839,5,9.7073,9.7064,-87.19,1
1,16892,1,11.1945,11.1752,-84.10,1
1,16898,2,4.7668,5.0528,-76.09,1
1,16905,3,2.5852,2.5664,-76.08,1
1,16911,4,8.5812,8.7742,-84.93,1
1,16918,5,9.5243,9.6662,-87.86,1
1,16969,1,11.1711,11.1743,-83.76,1
1,16975,2,4.5322,4.9379,-80.98,1
1,16982,3,2.5899,2.5716,-80.20,1
1,16988,4,8.4264,8.6974,-86.44,1
1,16994,5,9.6463,9.6618,-86.44,1
1,17046,1,11.1992,11.1798,-82.97,1
1,17052,2,4.5276,4.8473,-80.37,1
1,17059,3,2.6039,2.5787,-75.76,1
1,17066,4,8.4593,8.6449,-85.73,1
1,17072,5,9.6885,9.6677,-85.27,1
1,17135,1,11.1382,11.1706,-84.18,1
1,17142,2,4.3586,4.7395,-77.55,1
1,17152,3,2.6180,2.5874,-75.75,1
1,17158,4,8.5296,8.6194,-86.52,1
1,17164,5,9.6322,9.6599,-84.93,1
1,17206,1,11.1195,11.1593,-83.83,1
1,17212,2,4.3586,4.6554,-80.24,1
1,17218,3,2.6039,2.5910,-74.52,1
1,17224,4,8.5343,8.6006,-86.60,1
1,17230,5,9.6557,9.6589,-83.89,1
1,17294,1,11.1476,11.1568,-84.62,1
1,17300,2,4.3774,4.5941,-81.05,1
1,17307,3,2.5054,2.5721,-80.18,1
1,17313,4,8.6235,8.6057,-86.85,1
1,17319,5,9.7213,9.6727,-83.34,1
1,17372,1,11.1711,11.1599,-83.67,1
1,17378,2,4.3352,4.5369,-80.34,1
1,17384,3,2.4866,2.5533,-72.44,1
1,17391,4,8.7079,8.6282,-86.52,1
1,17397,5,9.7683,9.6938,-82.59,1
1,17448,1,11.1945,11.1676,-84.21,1
1,17454,2,4.2977,4.4841,-80.48,1
1,17461,3,2.4350,2.5272,-73.65,1
1,17467,4,8.7595,8.6572,-86.78,1
1,17473,5,9.7729,9.7113,-84.03,1
1,17526,1,11.1899,11.1725,-85.89,1
1,17532,2,4.3258,4.4492,-80.44,1
1,17538,3,2.3928,2.4975,-72.60,1
1,17544,4,8.7454,8.6767,-89.61,1
1,17551,5,9.7776,9.7259,-84.92,1
1,17614,1,11.0773,11.1515,-87.06,1
1,17620,2,4.2554,4.4064,-80.47,1
1,17627,3,2.3693,2.4692,-74.25,1
1,18199,5,9.8902,9.7622,-83.67,1
1,18255,1,10.7301,11.0585,-89.62,1
1,18261,2,3.9505,4.3058,-76.56,1
1,18268,3,2.2427,2.4192,-75.43,1
1,18274,4,8.9941,8.7467,-87.85,1
1,18280,5,9.9372,9.8008,-83.86,1
1,18333,1,10.7629,10.9932,-88.91,1
1,18339,2,3.9035,4.2170,-75.16,1
1,18345,3,2.2520,2.3823,-72.76,1
1,18352,4,8.9941,8.8013,-88.20,1
1,18358,5,9.9700,9.8381,-83.71,1
1,18409,1,10.7723,10.9445,-90.70,1
1,18415,2,3.8472,4.1354,-80.32,1
1,18422,3,2.2239,2.3474,-73.08,1
1,18428,4,9.0926,8.8656,-88.74,1
1,18434,5,9.9465,9.8621,-83.55,1
1,18486,1,10.9365,10.9427,-89.45,1
1,18493,2,3.8003,4.0615,-80.89,1
1,18499,3,2.1864,2.3118,-75.61,1
1,18505,4,9.0879,8.9147,-89.88,1
1,18511,5,9.9700,9.8859,-83.21,1
1,18575,1,11.0116,10.9579,-88.82,1
1,18581,2,3.8379,4.0121,-80.18,1
1,18588,3,2.1441,2.2748,-75.07,1
1,18594,4,9.1161,8.9591,-88.20,1
1,18600,5,10.1248,9.9386,-84.18,1
1,18653,1,10.9928,10.9656,-90.29,1
1,18659,2,3.8426,3.9747,-79.96,1
1,18665,3,2.1019,2.2367,-75.54,1
1,18672,4,9.2052,9.0135,-87.27,1
