Tag_ID,Timestamp_ms,Anchor_ID,Raw_Distance_m,Filtered_Distance_m,Signal_Power_dBm,Anchor_Status
1,37225,3,11.4573,11.1484,-85.85,1
1,37232,4,10.8567,10.6035,-83.48,1
1,37238,5,5.8131,5.8002,-84.67,1
1,37308,1,1.5107,1.9061,-71.48,1
1,37314,2,10.3266,10.0335,-89.07,1
1,37321,3,11.5887,11.2456,-86.70,1
1,37327,4,10.9412,10.6781,-83.64,1
1,37333,5,5.8131,5.8031,-84.76,1
1,37419,1,1.3325,1.7795,-68.76,1
1,37425,2,10.3829,10.1106,-89.96,1
1,37431,3,11.7482,11.3565,-85.77,1
1,37438,4,10.9740,10.7434,-83.08,1
1,37444,5,5.7052,5.7815,-87.52,1
1,37514,1,1.3231,1.6788,-71.24,1
1,37521,2,10.4204,10.1790,-89.62,1
1,37527,3,11.9734,11.4926,-85.59,1
1,37533,4,11.0116,10.8026,-82.91,1
1,37540,5,5.6536,5.7532,-89.15,1
1,37609,1,1.2715,1.5889,-67.00,1
1,38204,3,12.8367,11.7893,-83.71,1
1,38211,4,10.5096,10.7379,-83.05,1
1,38217,5,5.3017,5.6536,-81.99,1
1,38307,1,1.6187,1.5955,-70.56,1
1,38314,2,10.5283,10.2561,-88.91,1
1,38320,3,12.8085,12.0142,-83.48,1
1,38326,4,10.4439,10.6730,-83.64,1
1,38332,5,5.2360,5.5614,-81.47,1
1,38418,1,1.7453,1.6285,-72.08,1
1,39013,3,11.5370,11.9089,-88.49,1
1,39020,4,9.8011,10.4806,-81.67,1
1,39026,5,4.5322,5.3343,-78.48,1
1,39116,1,2.4397,1.8076,-81.02,1
1,39123,2,10.6362,10.3400,-88.49,1
1,39129,3,11.6309,11.8475,-85.77,1
1,39135,4,9.6181,10.2902,-83.75,1
1,39142,5,4.4431,5.1376,-81.05,1
1,39212,1,2.4163,1.9419,-80.78,1
1,39218,2,10.4392,10.3619,-89.53,1
1,39225,3,11.4573,11.7614,-85.16,1
1,39231,4,9.5618,10.1295,-82.80,1
1,39237,5,4.3258,4.9585,-80.91,1
1,39306,1,2.3881,2.0404,-81.27,1
1,39312,2,10.4720,10.3862,-89.20,1
1,39318,3,11.3728,11.6757,-86.77,1
