timestamp,tag_id,x,y,z,anchor_1_dist,anchor_2_dist,anchor_3_dist,anchor_4_dist,anchor_5_dist,anchor_6_dist,device_timestamp
2025-11-28 12:27:29.687,1,2.076198,3.441591,1,4.334325,3.217799,4.135747,8.883805,8.867996,4.888913,121726
2025-11-28 12:27:29.687,1,2.068197,3.430089,0.190101,4.286885,3.215894,4.132133,8.885369,8.874084,4.888892,121751
2025-11-28 12:27:29.687,1,2.051784,3.420177,0.000703,4.235419,3.214409,4.130351,8.883482,8.863297,4.890946,121776
2025-11-28 12:27:29.687,1,2.046797,3.409662,1,4.207736,3.214288,4.147601,8.889259,8.844537,4.900831,121802
2025-11-28 12:27:29.738,1,2.032924,3.408555,0.216193,4.208943,3.21937,4.147583,8.892726,8.854768,4.912676,121826
2025-11-28 12:27:29.738,1,2.030438,3.396956,0.014641,4.186068,3.224366,4.165172,8.887144,8.847209,4.922943,121851
2025-11-28 12:27:29.951,1,2.026162,3.392774,1,4.1641,3.223083,4.158169,8.892113,8.833035,4.936121,121876
2025-11-28 12:27:29.951,1,2.022327,3.376338,0.229222,4.154228,3.224153,4.191024,8.898056,8.839591,4.955709,121901
2025-11-28 12:27:29.951,1,2.00108,3.373865,0.018925,4.144464,3.226023,4.206274,8.894404,8.838488,4.958549,121926
2025-11-28 12:27:29.951,1,1.995584,3.371939,1,4.127535,3.220232,4.206768,8.892594,8.832451,4.96801,121951
2025-11-28 12:27:29.951,1,1.992102,3.362984,0.218685,4.123662,3.220896,4.217507,8.887041,8.841207,4.961923,121976
2025-11-28 12:27:29.951,1,1.969099,3.367126,0.012747,4.137211,3.218307,4.218628,8.888927,8.851136,4.966498,122001
2025-11-28 12:27:29.951,1,1.980014,3.367031,1,4.146734,3.215255,4.212254,8.88936,8.856804,4.96178,122026
2025-11-28 12:27:30.090,1,1.993696,3.369632,0.213588,4.158298,3.212875,4.199003,8.889699,8.860186,4.962245,122051
2025-11-28 12:27:30.090,1,2.012216,3.36944,0.017396,4.162132,3.213092,4.172109,8.888927,8.847289,4.943969,122076
2025-11-28 12:27:30.090,1,2.02595,3.3876,1,4.2697,3.210155,4.160469,8.884183,8.843451,4.933868,122101
2025-11-28 12:27:30.094,1,2.053075,3.426296,0.191971,4.365954,3.206831,4.161753,8.890841,8.835283,4.924962,122126
2025-11-28 12:27:30.094,1,2.068092,3.434289,1,4.385051,3.211488,4.176214,8.88464,8.832025,4.910772,122151
2025-11-28 12:27:30.094,1,2.077853,3.439199,0.159926,4.414429,3.214082,4.183342,8.884984,8.835697,4.904891,122176
2025-11-28 12:27:30.094,1,2.102848,3.449133,1,4.476671,3.218174,4.171295,8.887323,8.831311,4.912734,122201
2025-11-28 12:27:30.201,1,2.101948,3.463456,0.143661,4.51068,3.217222,4.184686,8.892253,8.836177,4.901243,122226
2025-11-28 12:27:30.201,1,2.106893,3.468116,1,4.536148,3.214409,4.186838,8.900236,8.831685,4.898501,122251
2025-11-28 12:27:30.201,1,2.101867,3.456279,0.123039,4.545641,3.207039,4.198869,8.899209,8.827149,4.892222,122276
2025-11-28 12:27:30.201,1,2.107872,3.457186,1,4.538542,3.204402,4.212388,8.904622,8.815331,4.885258,122302
2025-11-28 12:27:30.201,1,2.116091,3.467417,0.129056,4.567181,3.204418,4.199107,8.904698,8.808192,4.882937,122326
2025-11-28 12:27:30.254,1,2.120279,3.468952,1,4.55947,3.201324,4.202218,8.903723,8.797451,4.885271,122351
2025-11-28 12:27:30.254,1,2.129552,3.473558,0.129298,4.588667,3.202019,4.204643,8.89882,8.803576,4.882947,122376
2025-11-28 12:27:30.404,1,2.141514,3.467544,1,4.56586,3.207739,4.183753,8.889822,8.792819,4.879066,122401
2025-11-28 12:27:30.404,1,2.13909,3.477986,0.132138,4.594682,3.213231,4.187146,8.893165,8.790648,4.888466,122426
2025-11-28 12:27:30.404,1,2.144266,3.478944,1,4.602647,3.209228,4.183578,8.898876,8.801382,4.878189,122451
2025-11-28 12:27:30.404,1,2.142354,3.489551,0.131629,4.601605,3.211285,4.161124,8.895043,8.797321,4.867074,122476
2025-11-28 12:27:30.404,1,2.14066,3.484579,1,4.566624,3.208747,4.14259,8.897234,8.799335,4.873944,122501
2025-11-28 12:27:30.404,1,2.132429,3.482404,0.142255,4.538328,3.204698,4.136429,8.88755,8.789513,4.877226,122526
2025-11-28 12:27:30.454,1,2.13286,3.479305,1,4.53595,3.205684,4.139912,8.888288,8.803603,4.871501,122551
2025-11-28 12:27:30.454,1,2.129961,3.472107,0.148414,4.520636,3.217843,4.129166,8.889898,8.807336,4.876358,122576
2025-11-28 12:27:30.641,1,2.129262,3.464398,1,4.521127,3.213857,4.153925,8.892189,8.790571,4.87393,122601
2025-11-28 12:27:30.642,1,2.125008,3.467746,0.139347,4.532899,3.215928,4.162866,8.890867,8.785789,4.87411,122626
2025-11-28 12:27:30.642,1,2.127578,3.46871,1,4.537932,3.219613,4.159479,8.887767,8.782063,4.87632,122651
2025-11-28 12:27:30.642,1,2.134712,3.471254,0.143092,4.548067,3.216272,4.14545,8.895705,8.794692,4.872866,122676
2025-11-28 12:27:30.642,1,2.136583,3.472822,1,4.548717,3.220917,4.147977,8.89775,8.793143,4.866032,122701
2025-11-28 12:27:30.642,1,2.122658,3.458811,0.132724,4.533691,3.220394,4.14477,8.901414,8.792972,4.860706,122726
2025-11-28 12:27:30.642,1,2.127086,3.446846,1,4.525088,3.2262,4.136057,8.905305,8.780413,4.856555,122751
2025-11-28 12:27:30.688,1,2.128671,3.456861,0.149387,4.512171,3.219335,4.137551,8.903159,8.774767,4.860569,122776
2025-11-28 12:27:30.688,1,2.145006,3.486355,1,4.498999,3.219162,3.980292,8.902523,8.758977,4.85852,122804
2025-11-28 12:27:30.738,1,2.151165,3.490193,0.176171,4.48045,3.217991,3.985099,8.902027,8.757027,4.857958,122829
2025-11-28 12:27:30.738,1,2.146381,3.490089,1,4.475313,3.216043,3.992987,8.906817,8.762754,4.85545,122854
2025-11-28 12:27:30.816,1,2.125496,3.467212,0.162278,4.465097,3.215561,4.019844,8.918835,8.747545,4.86385,122880
2025-11-28 12:27:30.816,1,2.122507,3.465343,1,4.451959,3.219327,4.049057,8.913703,8.752259,4.85797,122904
2025-11-28 12:27:30.816,1,2.123975,3.432665,0.162449,4.432401,3.219156,4.063539,8.906598,8.756968,4.851317,122929
2025-11-28 12:27:30.869,1,2.109318,3.442308,1,4.423372,3.213845,4.077931,8.925912,8.752356,4.835778,122954
2025-11-28 12:27:30.869,1,2.10259,3.427594,0.170926,4.404946,3.214883,4.062225,8.939928,8.745654,4.842307,122979
2025-11-28 12:27:30.869,1,2.097402,3.434015,1,4.395764,3.219834,4.052057,8.941531,8.741467,4.828756,123004
2025-11-28 12:27:31.016,1,2.085192,3.436701,0.176754,4.38136,3.223693,4.067948,8.941746,8.734061,4.846154,123029
2025-11-28 12:27:31.016,1,2.075295,3.425272,1,4.373241,3.222558,4.056516,8.951232,8.735538,4.823471,123054
2025-11-28 12:27:31.016,1,2.069859,3.419738,0.169095,4.362773,3.221673,4.04243,8.956553,8.744974,4.847211,123079
2025-11-28 12:27:31.019,1,2.066751,3.419888,1,4.357721,3.225126,4.040772,8.954488,8.753363,4.838791,123104
2025-11-28 12:27:31.019,1,2.054085,3.423873,0.178915,4.349642,3.22471,4.032232,8.967375,8.752651,4.842584,123129
2025-11-28 12:27:31.077,1,2.057771,3.41742,1,4.348523,3.228528,4.039037,8.976382,8.743814,4.845539,123154
2025-11-28 12:27:31.077,1,2.046567,3.410014,0.17132,4.344545,3.227361,4.041234,8.990649,8.752458,4.854055,123179
2025-11-28 12:27:31.527,1,1.953809,3.451518,1,4.34248,3.226452,4.069868,8.989343,0.0,4.874153,123642
2025-11-28 12:27:32.041,1,1.916213,3.465723,0.187286,4.323268,3.231956,4.049729,9.004891,0.0,4.86807,124103
2025-11-28 12:27:32.148,1,1.906873,3.477019,1,4.314509,3.221749,4.071311,8.988016,0.0,4.905784,124124
2025-11-28 12:27:32.148,1,1.897823,3.494067,0.191675,4.308719,3.210689,4.066385,8.974865,0.0,4.947599,124145
2025-11-28 12:27:32.149,1,1.893704,3.494706,1,4.299029,3.197927,4.079114,8.958404,0.0,4.963619,124166
2025-11-28 12:27:32.149,1,1.888652,3.487954,0.180331,4.29562,3.191089,4.096282,8.94661,0.0,4.95643,124187
2025-11-28 12:27:32.149,1,1.897622,3.480291,1,4.295034,3.19922,4.106554,8.936385,0.0,4.916657,124208
2025-11-28 12:27:32.149,1,1.907872,3.460987,0.17236,4.285258,3.199345,4.115595,8.933593,0.0,4.876344,124229
2025-11-28 12:27:32.149,1,1.897583,3.487451,1,4.281781,3.196335,4.076045,8.931417,0.0,4.981606,124250
2025-11-28 12:27:32.247,1,1.877476,3.516035,0.200189,4.281143,3.192954,4.075252,8.940077,0.0,5.061567,124271
2025-11-28 12:27:32.249,1,1.875461,3.53778,0.014395,4.286858,3.19032,4.048748,8.932328,0.0,5.091782,124292
2025-11-28 12:27:32.249,1,1.870818,3.54309,1,4.280958,3.198621,4.059156,8.932503,0.0,5.112222,124313
2025-11-28 12:27:32.249,1,1.857803,3.562796,0.234755,4.276359,3.189558,4.057949,8.933674,0.0,5.14679,124334
2025-11-28 12:27:32.310,1,1.856942,3.575158,0.041693,4.268634,3.188709,4.032156,8.925267,0.0,5.16648,124355
2025-11-28 12:27:32.310,1,1.859112,3.575599,1,4.261578,3.187011,4.02034,8.927,0.0,5.153867,124376
2025-11-28 12:27:32.310,1,1.856991,3.575734,0.243567,4.261257,3.190865,4.034947,8.927315,0.0,5.176137,124397
2025-11-28 12:27:32.310,1,1.860701,3.581273,0.049989,4.262042,3.193869,4.017338,8.921348,0.0,5.200741,124418
2025-11-28 12:27:32.311,1,1.862843,3.591723,0.004926,4.269901,3.187926,4.00465,8.918768,0.0,5.236482,124439
2025-11-28 12:27:32.358,1,1.860842,3.598395,1,4.273956,3.185365,4.024791,8.912616,0.0,5.258122,124460
2025-11-28 12:27:32.358,1,1.857448,3.615171,0.26105,4.280222,3.184406,4.009423,8.91507,0.0,5.276021,124481
2025-11-28 12:27:32.454,1,1.851734,3.622243,0.062571,4.278893,3.181587,4.023333,8.91284,0.0,5.279616,124502
2025-11-28 12:27:32.454,1,1.850281,3.627803,0.015034,4.280962,3.180425,4.012429,8.919386,0.0,5.273098,124523
2025-11-28 12:27:32.454,1,1.848166,3.631279,1,4.286717,3.182626,4.015321,8.924487,0.0,5.282516,124544
2025-11-28 12:27:32.460,1,1.845672,3.645277,0.269459,4.288096,3.181236,4.015504,8.918108,0.0,5.30228,124565
2025-11-28 12:27:32.460,1,1.845823,3.654398,0.072539,4.296419,3.172904,4.005292,8.91003,0.0,5.292831,124586
2025-11-28 12:27:32.516,1,1.854876,3.642041,0.01586,4.290479,3.169517,4.015972,8.908914,0.0,5.206774,124607
