Tag_ID,Timestamp_ms,Anchor_ID,Raw_Distance_m,Filtered_Distance_m,Signal_Power_dBm,Anchor_Status
1,14236,1,10.9506,10.9486,-85.37,1
1,14243,2,4.4056,4.4406,-80.15,1
1,14249,3,2.5429,2.5395,-76.06,1
1,14255,4,8.6704,8.7172,-84.92,1
1,14262,5,9.8527,9.8318,-82.76,1
1,14303,1,10.9647,10.9522,-85.77,1
1,14309,2,4.4243,4.4370,-80.46,1
1,14315,3,2.5336,2.5382,-73.23,1
1,14321,4,8.7314,8.7204,-84.84,1
1,14328,5,9.9043,9.8478,-82.76,1
1,14415,1,10.9459,10.9508,-85.00,1
1,14422,2,4.4009,4.4291,-80.12,1
1,14428,3,2.5382,2.5382,-80.04,1
1,14434,4,8.7173,8.7197,-84.92,1
1,14441,5,9.9559,9.8717,-83.08,1
1,14482,1,10.9177,10.9435,-85.25,1
1,14488,2,4.4243,4.4280,-80.48,1
1,14494,3,2.5570,2.5424,-76.24,1
1,14501,4,8.7361,8.7233,-85.19,1
1,14507,5,9.8668,9.8706,-82.90,1
1,14594,1,10.9553,10.9461,-85.73,1
1,14600,2,4.4431,4.4313,-79.80,1
1,14607,3,2.5523,2.5446,-79.70,1
1,14613,4,8.7689,8.7334,-85.25,1
1,14619,5,9.8809,9.8729,-83.00,1
1,14660,1,10.9224,10.9409,-85.89,1
1,14666,2,4.4525,4.4360,-79.71,1
1,14672,3,2.5148,2.5380,-75.69,1
1,14679,4,8.7642,8.7402,-85.35,1
1,14685,5,9.8433,9.8663,-82.84,1
1,14725,1,11.0069,10.9554,-85.08,1
1,14731,2,4.4572,4.4407,-79.79,1
1,14737,3,2.5195,2.5339,-79.61,1
1,14743,4,8.7924,8.7517,-85.57,1
1,14750,5,9.8902,9.8716,-82.97,1
1,14826,1,11.0444,10.9751,-85.19,1
1,14832,2,4.6120,4.4785,-79.93,1
1,14839,3,2.5007,2.5266,-75.53,1
1,14845,4,8.7314,8.7472,-86.60,1
1,14851,5,9.9559,9.8902,-82.98,1
1,14892,1,11.0585,10.9935,-84.60,1
1,14898,2,4.4149,4.4645,-80.26,1
1,14908,3,2.5476,2.5312,-73.15,1
1,14915,4,8.7548,8.7489,-86.95,1
1,14921,5,9.8902,9.8902,-83.59,1
1,14961,1,11.0960,11.0161,-83.86,1
1,14967,2,4.3540,4.4401,-80.66,1
1,14974,3,2.5148,2.5276,-72.52,1
1,14980,4,8.7595,8.7512,-86.22,1
1,14986,5,9.5900,9.8240,-84.53,1
1,15074,1,11.1054,11.0358,-84.53,1
1,15080,2,4.3962,4.4304,-80.28,1
1,15086,3,2.4491,2.5103,-79.55,1
1,15093,4,8.7548,8.7520,-87.47,1
1,15099,5,9.7213,9.8013,-84.62,1
1,15140,1,11.0773,11.0450,-84.59,1
1,15146,2,4.3633,4.4156,-76.59,1
1,15153,3,2.4819,2.5040,-73.16,1
1,15159,4,8.7173,8.7444,-88.99,1
1,15165,5,10.1530,9.8789,-84.18,1
1,15205,1,11.0397,11.0438,-85.48,1
1,15211,2,4.2789,4.3854,-76.39,1
1,15218,3,2.4303,2.4878,-73.90,1
1,15224,4,8.7032,8.7353,-90.04,1
1,15230,5,10.1530,9.9394,-83.76,1
1,15306,1,10.9928,11.0326,-86.22,1
1,15312,2,4.2742,4.3609,-79.71,1
1,15318,3,2.3740,2.4627,-76.01,1
1,15325,4,8.7830,8.7458,-88.41,1
